refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid,id,libname,cas,library
Biocytin,Organoheterocyclic compounds,Heterocyclic compounds,Biotins,C16H28N4O4S,372.183126,BAQMYDQNMFBZNA-MNXVOIDGSA-N,C(CCC(=O)NCCCC[C@@H](C(=O)O)N)C[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2,83814,RefMet_131842,HMDB0003134_ms_ms_2200,576-19-2,MoNA-export-HMDB
Benzyl alcohol,Polyketides,Phenolic acids,Phenolic acids,C7H8O,108.057515,WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,244,RefMet_132982,HMDB0003119_ms_ms_2199,100-51-6,MoNA-export-HMDB
Benzyl alcohol,Polyketides,Phenolic acids,Phenolic acids,C7H8O,108.057515,WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,244,RefMet_132982,HMDB0003119_ms_ms_2198,100-51-6,MoNA-export-HMDB
Benzyl alcohol,Polyketides,Phenolic acids,Phenolic acids,C7H8O,108.057515,WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,244,RefMet_132982,HMDB0003119_ms_ms_2197,100-51-6,MoNA-export-HMDB
Benzyl alcohol,Polyketides,Phenolic acids,Phenolic acids,C7H8O,108.057515,WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,244,RefMet_132982,HMDB0003119_c_ms_932,100-51-6,MoNA-export-HMDB
1-Methyluric acid,Nucleic acids,Purines,Xanthines,C6H6N4O3,182.043991,QFDRTQONISXGJA-UHFFFAOYSA-N,Cn1c(=O)c2c([nH]c(=O)[nH]2)[nH]c1=O,69726,RefMet_120630,HMDB0003099_ms_ms_2196,708-79-2,MoNA-export-HMDB
1-Methyluric acid,Nucleic acids,Purines,Xanthines,C6H6N4O3,182.043991,QFDRTQONISXGJA-UHFFFAOYSA-N,Cn1c(=O)c2c([nH]c(=O)[nH]2)[nH]c1=O,69726,RefMet_120630,HMDB0003099_ms_ms_2195,708-79-2,MoNA-export-HMDB
1-Methyluric acid,Nucleic acids,Purines,Xanthines,C6H6N4O3,182.043991,QFDRTQONISXGJA-UHFFFAOYSA-N,Cn1c(=O)c2c([nH]c(=O)[nH]2)[nH]c1=O,69726,RefMet_120630,HMDB0003099_ms_ms_2194,708-79-2,MoNA-export-HMDB
Flavone,Polyketides,Flavonoids,Flavones and Flavonols,C15H10O2,222.06808,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,c1ccc(cc1)c1cc(=O)c2ccccc2o1,10680,RefMet_132710,HMDB0003075_ms_ms_2193,525-82-6,MoNA-export-HMDB
Flavone,Polyketides,Flavonoids,Flavones and Flavonols,C15H10O2,222.06808,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,c1ccc(cc1)c1cc(=O)c2ccccc2o1,10680,RefMet_132710,HMDB0003075_ms_ms_2192,525-82-6,MoNA-export-HMDB
Flavone,Polyketides,Flavonoids,Flavones and Flavonols,C15H10O2,222.06808,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,c1ccc(cc1)c1cc(=O)c2ccccc2o1,10680,RefMet_132710,HMDB0003075_ms_ms_2191,525-82-6,MoNA-export-HMDB
Flavone,Polyketides,Flavonoids,Flavones and Flavonols,C15H10O2,222.06808,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,c1ccc(cc1)c1cc(=O)c2ccccc2o1,10680,RefMet_132710,HMDB0003075_c_ms_1905,525-82-6,MoNA-export-HMDB
gamma-Linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H30O2,278.22458,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,5280933,RefMet_3602,HMDB0003073_ms_ms_285959,506-26-3,MoNA-export-HMDB
gamma-Linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H30O2,278.22458,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,5280933,RefMet_3602,HMDB0003073_ms_ms_285958,506-26-3,MoNA-export-HMDB
gamma-Linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H30O2,278.22458,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,5280933,RefMet_3602,HMDB0003073_ms_ms_285957,506-26-3,MoNA-export-HMDB
gamma-Linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H30O2,278.22458,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,5280933,RefMet_3602,HMDB0003073_ms_ms_285956,506-26-3,MoNA-export-HMDB
gamma-Linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C18H30O2,278.22458,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,5280933,RefMet_3602,HMDB0003073_c_ms_1862,506-26-3,MoNA-export-HMDB
Shikimic acid,Polyketides,Phenolic acids,Phenolic acids,C7H10O5,174.052825,JXOHGGNKMLTUBP-HSUXUTPPSA-N,C1=C(C[C@H]([C@@H]([C@@H]1O)O)O)C(=O)O,8742,RefMet_133046,HMDB0003070_ms_ms_2190,138-59-0,MoNA-export-HMDB
Shikimic acid,Polyketides,Phenolic acids,Phenolic acids,C7H10O5,174.052825,JXOHGGNKMLTUBP-HSUXUTPPSA-N,C1=C(C[C@H]([C@@H]([C@@H]1O)O)O)C(=O)O,8742,RefMet_133046,HMDB0003070_ms_ms_2189,138-59-0,MoNA-export-HMDB
Shikimic acid,Polyketides,Phenolic acids,Phenolic acids,C7H10O5,174.052825,JXOHGGNKMLTUBP-HSUXUTPPSA-N,C1=C(C[C@H]([C@@H]([C@@H]1O)O)O)C(=O)O,8742,RefMet_133046,HMDB0003070_ms_ms_2188,138-59-0,MoNA-export-HMDB
Shikimic acid,Polyketides,Phenolic acids,Phenolic acids,C7H10O5,174.052825,JXOHGGNKMLTUBP-HSUXUTPPSA-N,C1=C(C[C@H]([C@@H]([C@@H]1O)O)O)C(=O)O,8742,RefMet_133046,HMDB0003070_c_ms_1474,138-59-0,MoNA-export-HMDB
Chalcone,Polyketides,Flavonoids,Chalcones,C15H12O,208.088815,DQFBYFPFKXHELB-VAWYXSNFSA-N,c1ccc(cc1)/C=C/C(=O)c1ccccc1,637760,RefMet_132530,HMDB0003066_ms_ms_2187,94-41-7,MoNA-export-HMDB
Chalcone,Polyketides,Flavonoids,Chalcones,C15H12O,208.088815,DQFBYFPFKXHELB-VAWYXSNFSA-N,c1ccc(cc1)/C=C/C(=O)c1ccccc1,637760,RefMet_132530,HMDB0003066_ms_ms_2186,94-41-7,MoNA-export-HMDB
Chalcone,Polyketides,Flavonoids,Chalcones,C15H12O,208.088815,DQFBYFPFKXHELB-VAWYXSNFSA-N,c1ccc(cc1)/C=C/C(=O)c1ccccc1,637760,RefMet_132530,HMDB0003066_ms_ms_2185,94-41-7,MoNA-export-HMDB
Chalcone,Polyketides,Flavonoids,Chalcones,C15H12O,208.088815,DQFBYFPFKXHELB-VAWYXSNFSA-N,c1ccc(cc1)/C=C/C(=O)c1ccccc1,637760,RefMet_132530,HMDB0003066_c_ms_1745,94-41-7,MoNA-export-HMDB
Isoacitretin,Prenol Lipids,Isoprenoids,Retinoids,C21H26O3,326.188195,IHUNBGSDBOWDMA-UGOGCBOOSA-N,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/c1c(C)cc(c(C)c1C)OC,6437841,RefMet_133660,HMDB0003039_ms_ms_1218149,69427-46-9,MoNA-export-HMDB
Isoacitretin,Prenol Lipids,Isoprenoids,Retinoids,C21H26O3,326.188195,IHUNBGSDBOWDMA-UGOGCBOOSA-N,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/c1c(C)cc(c(C)c1C)OC,6437841,RefMet_133660,HMDB0003039_ms_ms_1218148,69427-46-9,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_ms_ms_2184,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_ms_ms_2183,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_ms_ms_2182,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_c_ms_99796,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_c_ms_99795,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_c_ms_99794,62-53-3,MoNA-export-HMDB
Aniline,Benzenoids,Anilines,Anilines,C6H7N,93.057849,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,6115,RefMet_791,HMDB0003012_c_ms_99793,62-53-3,MoNA-export-HMDB
O-Acetylserine,Organic acids,Amino acids and peptides,Amino acids,C5H9NO4,147.053159,VZXPDPZARILFQX-BYPYZUCNSA-N,CC(=O)OC[C@@H](C(=O)O)N,99478,RefMet_121436,HMDB0003011_c_ms_1103,5147-00-2,MoNA-export-HMDB
Erythritol,Carbohydrates,Monosaccharides,Sugar alcohols,C4H10O4,122.05791,UNXHWFMMPAWVPI-ZXZARUISSA-N,C([C@@H]([C@@H](CO)O)O)O,222285,RefMet_2127,HMDB0002994_ms_ms_1218195,149-32-6,MoNA-export-HMDB
Erythritol,Carbohydrates,Monosaccharides,Sugar alcohols,C4H10O4,122.05791,UNXHWFMMPAWVPI-ZXZARUISSA-N,C([C@@H]([C@@H](CO)O)O)O,222285,RefMet_2127,HMDB0002994_ms_ms_1218194,149-32-6,MoNA-export-HMDB
Erythritol,Carbohydrates,Monosaccharides,Sugar alcohols,C4H10O4,122.05791,UNXHWFMMPAWVPI-ZXZARUISSA-N,C([C@@H]([C@@H](CO)O)O)O,222285,RefMet_2127,HMDB0002994_ms_ms_1218193,149-32-6,MoNA-export-HMDB
Cysteamine,Organosulfur compounds,Organosulfur compounds,Alkylthiols,C2H7NS,77.029921,UFULAYFCSOUIOV-UHFFFAOYSA-N,C(CS)N,6058,RefMet_132295,HMDB0002991_ms_ms_2178,60-23-1,MoNA-export-HMDB
Cysteamine,Organosulfur compounds,Organosulfur compounds,Alkylthiols,C2H7NS,77.029921,UFULAYFCSOUIOV-UHFFFAOYSA-N,C(CS)N,6058,RefMet_132295,HMDB0002991_ms_ms_2177,60-23-1,MoNA-export-HMDB
Cysteamine,Organosulfur compounds,Organosulfur compounds,Alkylthiols,C2H7NS,77.029921,UFULAYFCSOUIOV-UHFFFAOYSA-N,C(CS)N,6058,RefMet_132295,HMDB0002991_ms_ms_2176,60-23-1,MoNA-export-HMDB
Cysteamine,Organosulfur compounds,Organosulfur compounds,Alkylthiols,C2H7NS,77.029921,UFULAYFCSOUIOV-UHFFFAOYSA-N,C(CS)N,6058,RefMet_132295,HMDB0002991_c_ms_1137,60-23-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_ms_ms_2175,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_ms_ms_2174,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_ms_ms_2173,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_c_ms_99790,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_c_ms_99789,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_c_ms_99788,108-10-1,MoNA-export-HMDB
Methyl isobutyl ketone,Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H12O,100.088815,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(=O)C,7909,RefMet_21383,HMDB0002939_c_ms_99787,108-10-1,MoNA-export-HMDB
N-Acetylserine,Organic acids,Amino acids and peptides,Amino acids,C5H9NO4,147.053159,JJIHLJJYMXLCOY-BYPYZUCNSA-N,CC(=O)N[C@@H](CO)C(=O)O,65249,RefMet_121344,HMDB0002931_c_ms_1191,16354-58-8,MoNA-export-HMDB
Maltitol,Carbohydrates,Monosaccharides,Sugar alcohols,C12H24O11,344.131865,VQHSOMBJVWLPSR-WUJBLJFYSA-N,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O,493591,RefMet_2133,HMDB0002928_ms_ms_2172,585-88-6,MoNA-export-HMDB
Maltitol,Carbohydrates,Monosaccharides,Sugar alcohols,C12H24O11,344.131865,VQHSOMBJVWLPSR-WUJBLJFYSA-N,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O,493591,RefMet_2133,HMDB0002928_ms_ms_2171,585-88-6,MoNA-export-HMDB
Maltitol,Carbohydrates,Monosaccharides,Sugar alcohols,C12H24O11,344.131865,VQHSOMBJVWLPSR-WUJBLJFYSA-N,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O,493591,RefMet_2133,HMDB0002928_ms_ms_2170,585-88-6,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285592,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285591,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285590,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285589,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285588,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_285587,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_ms_ms_2169,10236-47-2,MoNA-export-HMDB
Naringin,Polyketides,Flavonoids,Flavanones,C27H32O14,580.17921,DFPMSGMNTNDNHN-ZPHOTFPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@@H](CO)O[C@H]1Oc1cc(c2C(=O)C[C@@H](c3ccc(cc3)O)Oc2c1)O)O)O)O)O)O,442428,RefMet_132626,HMDB0002927_c_ms_99786,10236-47-2,MoNA-export-HMDB
Dihomo-gamma-linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C20H34O2,306.25588,HOBAELRKJCKHQD-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,5280581,RefMet_3550,HMDB0002925_ms_ms_2168,1783-84-2,MoNA-export-HMDB
Dihomo-gamma-linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C20H34O2,306.25588,HOBAELRKJCKHQD-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,5280581,RefMet_3550,HMDB0002925_ms_ms_2167,1783-84-2,MoNA-export-HMDB
Dihomo-gamma-linolenic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C20H34O2,306.25588,HOBAELRKJCKHQD-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,5280581,RefMet_3550,HMDB0002925_ms_ms_2166,1783-84-2,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_ms_ms_1218238,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_ms_ms_1218237,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_ms_ms_1218236,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102714,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102713,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102712,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102711,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102710,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102709,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102708,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102707,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102706,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102705,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102704,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102703,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102702,37169-69-0,MoNA-export-HMDB
Isomaltose,Carbohydrates,Disaccharides,Disaccharides,C12H22O11,342.116215,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O)O2)O)O)O)O1)O)O)O)O,439193,RefMet_1814,HMDB0002923_c_ms_102701,37169-69-0,MoNA-export-HMDB
4-Nitrocatechol,Benzenoids,Phenols,Nitrophenols,C6H5NO4,155.021859,XJNPNXSISMKQEX-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])O)O,3505109,RefMet_1701,HMDB0002916_c_ms_99785,3316-09-4,MoNA-export-HMDB
4-Nitrocatechol,Benzenoids,Phenols,Nitrophenols,C6H5NO4,155.021859,XJNPNXSISMKQEX-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])O)O,3505109,RefMet_1701,HMDB0002916_c_ms_102557,3316-09-4,MoNA-export-HMDB
4-Nitrocatechol,Benzenoids,Phenols,Nitrophenols,C6H5NO4,155.021859,XJNPNXSISMKQEX-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])O)O,3505109,RefMet_1701,HMDB0002916_c_ms_102556,3316-09-4,MoNA-export-HMDB
delta-Tocopherol,Prenol Lipids,Quinones and hydroquinones,Vitamin E,C27H46O2,402.34978,GZIFEOYASATJEH-VHFRWLAGSA-N,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(cc(C)c2O1)O,92094,RefMet_133732,HMDB0002902_ms_ms_2159,119-13-1,MoNA-export-HMDB
